job_id,job_title,company_name,location,workplace_type,employment_type,industry,job_description,seniority_level,experience_required,skills,salary_range
4251279133,Data Analyst Remote Intern,Innovate Solutions,India (Remote),Save Data Analyst Remote Intern at Innovate Solutions,Full-time,,"About the job Job Title: Data Analyst Trainee Location: Remote Job Type: Internship (Full-Time) Duration: 1–3 Months Stipend: ₹25,000/month Department: Data & Analytics Job Summary :We are looking for a motivated and detail-oriented Data Analyst Traine e to join our team remotely. This short-term internship (1–3 months) is perfect for recent graduates or students seeking hands-on experience in real-world data analysis, reporting, and business intelligence .Key Responsibilities :Assist with data collection, cleaning, and organization from various source sCreate basic reports and dashboards using Excel, SQL, or BI tools (Power BI, Tableau )Conduct exploratory analysis to uncover trends and actionable insight sCollaborate with teams to support live data projects and reporting need sDocument processes and maintain data accuracy throughout the internshi pParticipate in regular training sessions to develop analytical skill sQualifications :Bachelor’s degree (or pursuing final year) in Computer Science, Statistics, Mathematics, Economics, or related fiel dStrong command of Excel; basic knowledge of SQ LExposure to Python, R, or any data visualization tools is a plu sAnalytical mindset with keen attention to detai lClear communication skills and eagerness to lear nPreferred (Nice to Have) :Academic projects or internship experience related to data analysi sFamiliarity with Power BI, Tableau, or Google Data Studi oUnderstanding of basic statistics or business metric sWhat We Offer :Remote work setu pMonthly stipend of ₹25,00 0Hands-on experience with real business dat aMentorship and guided learning from experienced analyst sCertificate of completio nPossibility of long-term engagement based on performanc e",,,"Python, SQL, Excel, Tableau, Power BI, R, Data Analysis",
4248651445,Data Analyst - Apprentice - Goa,Decision Foundry®,"Panaji, Goa, India (On-site)",On-site,Full-time,,"About the job Decision Foundry launching new program Apprenticeship Hiring for 2025-26. We are looking for 12 Apprentice who are enthusiastic to build a career in Analytics. As a candidate we expect you to bring the passion towards data and self-learning approach. What it holds for you? Top-tier stipend Flexible work hours Robust Medical Coverage Comprehensive Paid Leave Program Mentorship and Trainings by Experts Valuable Rewards About our company: Welcome to Decision Foundry - Data Analytics Division! We are proud to introduce ourselves as a certified ""Great Place to Work,"" where we prioritize creating an exceptional work environment. As a global company, we embrace a diverse culture, fostering inclusivity across all levels. Originating from a well-established 19-year web analytics company, we remain dedicated to our employee-centric approach. By valuing our team members, we aim to enhance engagement and drive collective success. We are passionate about harnessing the power of data analytics to transform decision-making processes. Our mission is to empower data-driven decisions that contribute to a better world. In our workplace, you will enjoy the freedom to experiment and explore innovative ideas, leading to outstanding client service and value creation. We win as an organization through our core tenets. They include: One Team. One Theme We sign it. We deliver it Be Accountable and Expect Accountability Raise Your Hand or Be Willing to Extend it About the role: Data Analyst - Apprentice Open Position - 12 nos. You will be an integral part of our analytics team, contributing to the extraction, cleaning, analysis, and interpretation of data to provide valuable insights. This is an excellent opportunity for a recent graduate with a strong analytical aptitude and a passion for data to learn and grow within a supportive and challenging environment. You will work on real-world business problems, learning from experienced analysts, and develop your skills in various analytical techniques and tools. Location - Goa Note: All selected individuals from Goa will need to complete their first 6 months of training at our Bangalore office. Responsibilities: You will be trained to explore new tools and technologies and using of those for data processing, manipulation and transformation to prepare data analysis. Additionally, assisting in data collection, validation and cleaning of data from various sources to ensure data accuracy and integrity. Will be trained by our excellent professionals in learning the technologies such as EDA, Data Visualization, Report Generation, Collaboration, Documentation and much more. This will lead you grow in analytics field efficiently. Requirements You will be qualified if you have got: Graduated in B.Tech / B.E / B.Sc Basic understanding of database concepts (e.g., SQL). Familiarity with spreadsheet software (e.g., Microsoft Excel, Google Sheets) and data manipulation. Exposure to data visualization tools (e.g., Tableau, Power BI) is a plus. Basic knowledge of programming languages relevant to data analysis (e.g., Python, R) is an advantage but not always mandatory. Basic understanding of statistical concepts. Excellent communication (written and verbal) and interpersonal skills. Ability to work effectively in a team environment. Eagerness to learn and a proactive attitude. Flexibility to work in UK shift timings (subject to change with the project assisting for) Benefits What We Offer: 6 months Full time apprenticeship to kick-start your career in the exciting field of data analytics. Mentorship and guidance from experienced analytics professionals. Trainings for growth and development. A supportive and collaborative work environment. Opportunities for continuous learning and professional development. Exposure to real-world business problems and impactful projects. Paid Internship: Monthly Stipend 20,000/-",,,"Python, SQL, Excel, Tableau, Power BI, R, Data Analysis",
4236100290,Online Data Analyst,TELUS Digital AI Data Solutions,"Lucknow, Uttar Pradesh, India (Remote)",Remote,Contract,,"About the job Online Data Analyst - Hindi (IN) Job Description : Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? This freelance opportunity allows you to work at your own pace and from the comfort of your own home. A Day in the Life of an Online Data Analyst: In this role, you will be working on a project aimed at enhancing the content and quality of digital maps that are used by millions of people worldwide. Completing research and evaluation tasks in a web-based environment such as verifying and comparing data, and determining the relevance and accuracy of information. Join us today and be part of a dynamic and innovative team that is making a difference in the world! TELUS Digital AI Community Our global AI Community is a vibrant network of 1 million+ contributors from diverse backgrounds who help our customers collect, enhance, train, translate, and localize content to build better AI models. Become part of our growing community and make an impact supporting the machine learning models of some of the world’s largest brands. Qualification Path: No previous professional experience is required to apply to this role, however, working on this project will require you to pass the basic requirements and go through a standard assessment process. This is a part-time long-term project and your work will be subject to our standard quality assurance checks during the term of this agreement. Basic Requirements Full Professional Proficiency in Hindi and English Being a resident in India for the last 2 consecutive years and having familiarity with current and historical business, media, sport, news, social media, and cultural affairs in India Ability to follow guidelines and conduct online research using search engines, online maps, and website information Flexibility to work across a diverse set of task types, including maps, news, audio tasks, and relevance Daily access to a broadband internet connection, computer, and relevant software Assessment In order to be hired into the program, you’ll take an open book qualification exam that will determine your suitability for the position and complete ID verification. Our team will provide you with guidelines and learning materials before your qualification exam. You will be required to complete the exam in a specific timeframe but at your convenience. Equal Opportunity All qualified applicants will receive consideration for a contractual relationship without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status. At TELUS Digital AI, we are proud to offer equal opportunities and are committed to creating a diverse and inclusive community. All aspects of selection are based on applicants’ qualifications, merits, competence, and performance without regard to any characteristic related to diversity",,,Machine Learning,
4211501169,Part-Time Data Collection Associate (4 Weeks),SummitNext,Mumbai Metropolitan Region (Remote),Remote,Part-time,,"About the job Job Title: Part-Time Data Collection Associate (4 Weeks) Company: Summitnext Location: Work from Home / Field Work (Flexible) Duration: 4 Weeks (Urgent Hiring) Earnings: Competitive Pay We are SummitNext Technologies Sdn. Bhd., a BPO and Technology Solutions provider, where innovation meets excellence. As we embark on our rapid expansion, we are eagerly seeking talented individuals to join our team as Part Time Data Collection Associate to provide unrivalled support to our clients. Job Role: Collect data physically (on-field) or online (via networking). Communicate with people in Hindi/English or any regional language. No strict language requirementsall languages welcome. Requirements: Basic smartphone/computer knowledge. Good communication skills. Willingness to work for 4 weeks. How to Apply? Interested? Fill the form here: https://docs.google.com/forms/d/e/1FAIpQLSeWetbteBKZn1A11kP6VkfbwkkAthaVXuLYvwHq6FKFFtaVSg/viewform?usp=header Know more about us at: Glassdoor: https://www.glassdoor.com/Reviews/SummitNext-Technologies-Reviews-E7227743.htm Instagram: https://www.instagram.com/summitnexttechnologies LinkedIn: https://www.linkedin.com/company/summitnext-technologies/ Website: https://summitnext.my/",Associate,,,
4249795059,Data Analyst Trainee,MedTourEasy,India (Remote),Remote,Internship,,"About the job We are looking for Data Analytics trainees for our upcoming traineeship program. Data Analytics Trainee Responsibilities: Week 1 & 2: Training Modules – Candidates will be completing the learning modules assigned. Week 3: Live Project – Candidates will be working on the live project assigned to them by the company. Week 4: Project Report – Candidates will be preparing a project report and submit. Data Analytics Trainee Requirements: Bachelor’s degree or pursuing. Proficiency with computers, especially MS Office. High level of accountability and motivation. Strong Interpersonal, time and project management, presentation, leadership, and communication skills. Creativity and ability to delegate responsibilities. Receptiveness to feedback and adaptability. Willingness to meet deadlines.",,,,
4248212168,Online Data Analyst - Tamil,TELUS Digital,India (Remote),Remote,Part-time,,"About the job Job description Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? This freelance opportunity allows you to work at your own pace and from the comfort of your own home. A Day in the Life of an Online Data Analyst: In this role, you will be working on a project aimed at enhancing the content and quality of digital maps that are used by millions of people worldwide Completing research and evaluation tasks in a web-based environment such as verifying and comparing data, and determining the relevance and accuracy of information. Join us today and be part of a dynamic and innovative team that is making a difference in the world! TELUS Digital AI Community Our global AI Community is a vibrant network of 1 million+ contributors from diverse backgrounds who help our customers collect, enhance, train, translate, and localize content to build better AI models. Become part of our growing community and make an impact supporting the machine learning models of some of the world’s largest brands. Qualification path No previous professional experience is required to apply to this role, however, working on this project will require you to pass the basic requirements and go through a standard assessment process. This is a part-time long-term project and your work will be subject to our standard quality assurance checks during the term of this agreement. Basic Requirements Full Professional Proficiency in English & Tamil language Being a resident in India for the last 2 consecutive years and having familiarity with current and historical business, media, sport, news, social media, and cultural affairs in India. Ability to follow guidelines and conduct online research using search engines, online maps, and website information Flexibility to work across a diverse set of task types, including maps, news, audio tasks, and relevance Daily access to a broadband internet connection, computer, and relevant software Assessment In order to be hired into the program, you’ll take an open book qualification exam that will determine your suitability for the position and complete ID verification. Our team will provide you with guidelines and learning materials before your qualification exam. You will be required to complete the exam in a specific timeframe but at your convenience. 📩 After Applying Once you’ve submitted your application, please provide the above details at your earliest convenience to lara.gianan@telusdigital.com with the subject line: Online Data Analyst - Tamil (LinkedIn). This helps our recruitment team track your application and provide timely updates. Equal Opportunity All qualified applicants will receive consideration for a contractual relationship without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status. At TELUS Digital AI, we are proud to offer equal opportunities and are committed to creating a diverse and inclusive community. All aspects of selection are based on applicants’ qualifications, merits, competence, and performance without regard to any characteristic related to diversity.",,,Machine Learning,
4247128956,Research Associate,NielsenIQ,Mumbai Metropolitan Region (Hybrid),Hybrid,Full-time,,"About the job Job Description ARC Research Associate will be responsible for gathering, validating, and formatting the data. This data/charts will support the commercial teams to build insights and recommendations in market research studies. He/she will co-ordinate across internal teams in this regard and support the commercial teams for the clients’ projects and queries by working through databases whenever required. Responsibilities Supporting the Sr. Analyst/Manager in executing tasks which will involve gathering data from different sources, validating the data and formatting the data in required format (Majorly Excel/Powerpoint) Working closely with Commercial consulting teams in a collaborative way for tasks and databases assigned Adhering to Performance KPIs to ensure quality performances (on-time delivery and data accuracy) and maintain work discipline Meeting internal & external deadlines for all deliverables Operate in a hybrid physical-virtual and multi-cultural environment, liaising with stakeholders and colleagues a Little Bit About You Intellectual curiosity and persistence while paying attention to details, to find answers to questions and ability to autonomously manage simultaneous tasks/ projects in a fast-paced business environment. Qualifications Graduation degree in Commerce, Statistics, Mathematics, Economics, or related field a must Good Practical knowledge of Excel and PowerPoint Excellent numerical skills Very good interpersonal skills Good organization skills, meeting deadlines, and team player Strong business acumen English language proficiency: writing and verbal Knowledge of New Product Development Research preferred Flexible working with India (9AM-6PM), Europe (11AM – 8PM) and North America Shift (2PM-11PM Additional Information Our Benefits Flexible working environment Volunteer time off LinkedIn Learning Employee-Assistance-Program (EAP) About NIQ NIQ is the world’s leading consumer intelligence company, delivering the most complete understanding of consumer buying behavior and revealing new pathways to growth. In 2023, NIQ combined with GfK, bringing together the two industry leaders with unparalleled global reach. With a holistic retail read and the most comprehensive consumer insights—delivered with advanced analytics through state-of-the-art platforms—NIQ delivers the Full View™. NIQ is an Advent International portfolio company with operations in 100+ markets, covering more than 90% of the world’s population. For more information, visit NIQ.com Want to keep up with our latest updates? Follow us on: LinkedIn | Instagram | Twitter | Facebook Our commitment to Diversity, Equity, and Inclusion NIQ is committed to reflecting the diversity of the clients, communities, and markets we measure within our own workforce. We exist to count everyone and are on a mission to systematically embed inclusion and diversity into all aspects of our workforce, measurement, and products. We enthusiastically invite candidates who share that mission to join us. We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class. Our global non-discrimination policy covers these protected classes in every market in which we do business worldwide. Learn more about how we are driving diversity and inclusion in everything we do by visiting the NIQ News Center: https://nielseniq.com/global/en/news-center/diversity-inclusion",Associate,,Excel,
4204507726,Analyst,dentsu,"Pune, Maharashtra, India (On-site)",On-site,Full-time,,"About the job The purpose of this role is to provide support for the collection, analysis, and dissemination of insights to our clients Job Description: Key responsibilities: Integrates disparate datasets, conducts data preparation for analyses Applies data science methods to provide insights and recommendations to clients Delivers analytic outcomes based on project timelines and key milestones Maintains knowledge of new trends in the data science industry Develops and manages code used for analytics purposes Communicates findings and insights Location: Bangalore Brand: Merkle Time Type: Full time Contract Type: Permanent",,,,
4240113706,Statistician (Freelancer),Soul AI,India (Remote),Remote,Part-time,,"About the job About Us: Soul AI is a pioneering company founded by IIT Bombay and IIM Ahmedabad alumni, with a strong founding team from IITs, NITs, and BITS. We specialize in delivering high-quality human-curated data, AI-first scaled operations services, and more. Based in SF and Hyderabad, we are a young, fast-moving team on a mission to build AI for Good, driving innovation and positive societal impact. We are looking for a skilled Statistician with at least 3 years of experience to analyze data, run statistical models, and contribute insights to data-driven projects. Key Responsibilities: Apply statistical methods to analyze large datasets. Develop and interpret statistical models to inform business decisions. Provide actionable insights based on statistical analysis. Required Qualifications: 3+ years of experience as a statistician or data analyst. Strong knowledge of statistical software (e.g., R, SPSS, SAS). Excellent analytical and problem-solving skills. Why Join Us? Competitive pay (₹1200/hour). Flexible hours. Remote opportunity. NOTE: Pay will vary by project and typically is up to Rs. 1200 per hour (if you work an average of 3 hours every day - that could be as high as Rs. 108K per month) once you clear our screening process. Shape the future of AI with Soul AI!",,,R,
4247797766,Data Insights and Analytics,Whatfix,"Bengaluru, Karnataka, India (On-site)",On-site,Full-time,,"About the job Job Description: Data Analyst - Bizapps Team , Bangalore location Who are we? Whatfix is a data-driven digital adoption platform (DAP) that enables organizations and users to maximize the benefits of software. Whatfix acts as an interactive overlay on top of any application to guide users with real-time guidance, self-help support, and user feedback. With product analytics and AI, Whatfix enables scalable success with technology, maximizing productivity, and leveraging data-driven insights for better decision-making. The company has seven offices globally in the US, India, UK, Germany, Singapore, and Australia, and works with Fortune 500 companies around the world. Whatfix has raised $140 million to date and is backed by marquee investors including Softbank, Sequoia, Dragoneer, and Cisco Investments. “Hustle Mode ON” is the motto we live by. Whatfix has been named among the top 20 B2B tech companies like Adobe, PayPal, and Cisco. With YoY revenue growth of over 65%, we have also been recognized among the top 20 fastest-growing SaaS companies worldwide in the SaaS 1000 list. Recognized by Forrester and Everest Group as a 'Leader' in the digital adoption space, and listed by LinkedIn among one of the Top 5 startups in India in 2020 Listed in Deloitte Technology Fast 500™ among fastest-growing companies in North America for 2022 and 2021 and recognized as Great Place to Work 2022-2023 Whatfix has been named a Silver Winner in Stevie's Employer of the Year 2023. Our Customer centricity is also evident from a Customer rating of 4.67 on G2 Crowd & 4.7 on Gartner Peer Insights Whatfix is disrupting the way Application Support and Learning content is consumed by providing Contextual and Interactive WalkThroughs inside enterprise applications when a task is being performed. We provide enterprises with a Software Platform that allows them to create Interactive Guides or Flows that sit as an overlay inside any web application. Flows are Contextual—they appear based on where you are in the application (location) and who you are (role). Optimal performance and adoption of any web application are attained when there is easy access to Contextual Information inside the application when a task is being performed. What would you get to do? The Bizapps team at Whatfix is responsible for enabling the company’s operational excellence by building and managing key internal business applications that support various departments like Sales, Marketing, Customer Success, Finance, and Operations. The team is focused on providing data-driven insights, streamlining workflows, and enhancing productivity through scalable technology solutions. We are building this team from the ground up and looking for a Data Analyst who will play a critical role in analyzing, reporting, and driving improvements across internal business processes. As a Data Analyst in the Bizapps team , you will be responsible for analyzing internal business data, creating dashboards, and providing actionable insights that influence key decision-making processes. You will collaborate with cross-functional teams, including Product, Sales, Marketing, and Operations, to develop data-driven solutions and optimize business performance. This role offers the opportunity to work in a fast-paced environment with high impact and visibility. Key Responsibilities Data Analysis & Reporting: Analyze large and complex datasets to identify patterns, trends, and opportunities for business growth and operational improvements. Dashboard Development: Design, build, and maintain interactive dashboards and visualizations to provide actionable insights for stakeholders. Performance Monitoring: Track key performance indicators (KPIs) for various business processes, including sales pipeline, marketing campaigns, revenue, and customer success metrics. Data Quality & Governance: Ensure accuracy, completeness, and consistency of data across internal systems, identifying and resolving data discrepancies. Collaboration: Work closely with the Engineering, SalesOps, MarketingOps, and Finance teams to gather requirements, define metrics, and implement data models for key business applications. Process Optimization: Provide recommendations to streamline workflows and improve data integration across tools like CRM, ERP, marketing automation platforms, and other business applications. Predictive Insights: Support decision-making through predictive analysis using statistical techniques and machine learning models (if applicable). Who you are ? Education: Bachelor’s degree in data science, Statistics, Computer Science, Business Analytics, or a related field . Master’s degree is a plus. Experience: 4- 8 years of relevant experience in data analysis, preferably in a business applications or SaaS environment. Technical Proficiency: Strong knowledge of SQL and ability to query large databases. Experience with BI tools such as Tableau, Power BI, Looker, or Domo . Familiarity with CRM systems like Salesforce , HubSpot , or other internal business platforms. Knowledge of Excel (advanced level) and scripting languages like Python/R is a plus. Data Modeling: Experience in designing data models, building ETL pipelines, or working with data warehouses (e.g., Snowflake, Redshift). Communication Skills: Ability to translate complex data insights into clear, concise, and actionable recommendations for both technical and non-technical stakeholders. Problem-Solving: Analytical mindset with strong problem-solving abilities to address business challenges using data-driven approaches. Preferred Skills Experience in working with or managing internal business applications (e.g., CRMs, ERPs, or financial systems). Knowledge of data governance, data lineage, and best practices for managing enterprise data . Familiarity with AI/ML models and advanced data analytics techniques. Exposure to cloud data platforms (e.g., AWS, Azure, GCP). Why Join the Bizapps Team at Whatfix? Opportunity to be part of a ground-up team that directly impacts internal business operations. Work on cutting-edge data solutions in a dynamic, collaborative environment. Exposure to cross-functional collaboration with senior stakeholders. Competitive compensation and opportunities for career growth within a rapidly scaling company. Note: We strive to live and breathe our Cultural Principles and encourage employees to demonstrate some of these core values - Customer First; Empathy; Transparency; Fail Fast and scale Fast; No Hierarchies for Communication; Deep Dive and innovate; Trust, Do it as you own it. We are an equal opportunity employer and value diverse people because of and not in spite of the differences. We do not discriminate on the basis of race, religion, color, national origin, ethnicity, gender, sexual orientation, age, marital status, veteran status, or disability status",,,"Python, SQL, Excel, Tableau, Power BI, R, Machine Learning, Data Analysis",
