job_id,job_title,company_name,location,workplace_type,employment_type,industry,job_description,seniority_level,experience_required,skills,salary_range
4244676505,Data Engineer-Data Integration,IBM,"Pune, Maharashtra, India (Hybrid)",Hybrid,Full-time,,"About the job Introduction In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology. Your Role And Responsibilities As Data Engineer at IBM you will harness the power of data to unveil captivating stories and intricate patterns. You’ll contribute to data gathering, storage, and both batch and real-time processing. Collaborating closely with diverse teams, you’ll play an important role in deciding the most suitable data management systems and identifying the crucial data required for insightful analysis. As a Data Engineer, you’ll tackle obstacles related to database integration and untangle complex, unstructured data sets. In This Role, Your Responsibilities May Include Implementing and validating predictive models as well as creating and maintain statistical models with a focus on big data, incorporating a variety of statistical and machine learning techniques Designing and implementing various enterprise search applications such as Elasticsearch and Splunk for client requirements Work in an Agile, collaborative environment, partnering with other scientists, engineers, consultants and database administrators of all backgrounds and disciplines to bring analytical rigor and statistical methods to the challenges of predicting behaviours. Build teams or writing programs to cleanse and integrate data in an efficient and reusable manner, developing predictive or prescriptive models, and evaluating modelling results Preferred Education Master's Degree Required Technical And Professional Expertise Expertise in designing and implementing scalable data warehouse solutions on Snowflake, including schema design, performance tuning, and query optimization. Strong experience in building data ingestion and transformation pipelines using Talend to process structured and unstructured data from various sources. Proficiency in integrating data from cloud platforms into Snowflake using Talend and native Snowflake capabilities. Hands-on experience with dimensional and relational data modelling techniques to support analytics and reporting requirements Preferred Technical And Professional Experience Understanding of optimizing Snowflake workloads, including clustering keys, caching strategies, and query profiling. Ability to implement robust data validation, cleansing, and governance frameworks within ETL processes. Proficiency in SQL and/or Shell scripting for custom transformations and automation tasks",,,"SQL, Machine Learning",
3946490799,Junior Web Developer,HeyCoach,"Bengaluru, Karnataka, India (On-site)",On-site,₹400K/yr - ₹600K/yr,,"About the job This job is sourced from a job board. Learn More Responsibilities Work with development teams and product managers to ideate software solutions. Develop and maintain scalable software solutions with Ruby on Rails as the core technology stack. Develop strong analytical and problem-solving skills to tackle challenges in development. Utilize Docker containers for efficient environment management and deployment. Test software to ensure responsiveness and efficiency. Implement and maintain database solutions in MySQL and PostgreSQL Test and ensure that the application works correctly across different browsers and devices. Build and optimize user interfaces using React.js with a focus on performance and user experience. Integrate multiple data sources and databases into one system Ensure robustness, performance, and security of the applications. Take full responsibility for project deliverables from conception to deployment. Design user-side and server-side architecture. Maintain code integrity and organization, including performing code reviews and enhancing code quality. Requirements Demonstrable skills with Node.js and React.js, building and maintaining complex solutions. Experience with Docker and containerized environments. Strong knowledge of MySQL and/or PostgreSQL. Excellent debugging and problem-solving skills. Capacity to work effectively both as an individual contributor and within a collaborative team environment. Eagerness to take full ownership of deliverables, ensuring high-quality outputs. Great attention to detail Organizational skills. Qualifications Internship or 6 months experience as a full stack developer working with ruby on rails. Experience developing and deploying dynamic and responsive web applications. Strong communication skills, detail-oriented mindset, and a passion for delivering high-quality software. A bright and passionate mind with relevant prior experience in web development (frontend, backend and database management) is welcome to apply. Ability to thrive in a fast-paced work environment, adapting to varying demands with resilience. Skills:- Ruby on Rails (ROR), React.js, NodeJS (Node.js), MySQL and PostgreSQL",manager,,,
4239055889,Data Engineer-Data Platforms-Google,IBM,"Bengaluru, Karnataka, India (Hybrid)",Hybrid,Full-time,"Background good to have Candidate who has been part to google Cloud Migration is an ideal Fit Preferred Education Master's Degree Required Technical And Professional Expertise 3-5 years of experience Intuitive individual with an ability to manage change and proven time management Proven interpersonal skills while contributing to team effort by accomplishing related results as needed Up-to-date technical knowledge by attending educational workshops, reviewing publications Preferred Technical And Professional Experience 6+ years of industry work experience Experience extracting data from a variety of sources, and a desire to expand those skills Worked on Google Looker tool Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Sivaraman and millions of other members use Premium Retry Premium for ₹0 1-month free trial. Cancel whenever. We’ll remind you 7 days before your trial ends. About the company IBM 18,375,781 followers Follow IT Services and IT Consulting 10,001+ employees 328,734 on LinkedIn At IBM, we do more than work. We create. We create as technologists, developers, and engineers. We create with our partners. We create with our competitors. If you're searching for ways to make the world work better through technology and infrastructure, software and consulting, then we want to work with you. We're here to help every creator turn their ""what if"" into what is. Let's create something that will change everything. … show more Interested in working with us in the future? Privately share your profile with our recruiters – you’ll be noted as expressing interest for up to a year and be notified about jobs and updates. Learn more Learn more about Interested in working for our company I’m interested Trending employee content Page 1 of 4 Previous Next Show more","About the job Introduction In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology Your Role And Responsibilities 6+ years of industry work experience Experience extracting data from a variety of sources, and a desire to expand those skills Worked on Google Looker tool Worked on Big Query and GCP technologies Strong SQL and Spark knowledge Excellent Data Analysis skills. Must be comfortable with querying and analyzing large amount of data on Hadoop HDFS using Hive and Spark Knowledge of Financial Accounting is a bonus Work independently with cross functional team and drive towards the resolution Experience with Object oriented programming using python and its design patterns Experience handling Unix systems, for optimal usage to host enterprise web applications GCP certifications preferred. Payments Industry Background good to have Candidate who has been part to google Cloud Migration is an ideal Fit Preferred Education Master's Degree Required Technical And Professional Expertise 3-5 years of experience Intuitive individual with an ability to manage change and proven time management Proven interpersonal skills while contributing to team effort by accomplishing related results as needed Up-to-date technical knowledge by attending educational workshops, reviewing publications Preferred Technical And Professional Experience 6+ years of industry work experience Experience extracting data from a variety of sources, and a desire to expand those skills Worked on Google Looker tool",,,"Python, SQL, Data Analysis",
4196049614,Java Developer - Imagine Learning,Infosys,"Chandigarh, Chandigarh, India (On-site)",On-site,Full-time,,"About the job Primary skills:Technology->Data On Cloud - Platform->AWS,Technology->Java->Java - ALL A day in the life of an Infoscion As part of the Infosys delivery team, your primary role would be to provide best fit architectural solutions for one or more projects. You would also provide technology consultation and assist in defining scope and sizing of work You would implement solutions, create technology differentiation and leverage partner technologies. Additionally, you would participate in competency development with the objective of ensuring the best-fit and high quality technical solutions. You would be a key contributor in creating thought leadership within the area of technology specialization and in compliance with guidelines, policies and norms of Infosys. If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! Knowledge of architectural design patterns, performance tuning, database and functional designs Hands-on experience in Service Oriented Architecture Ability to lead solution development and delivery for the design solutions Experience in designing high level and low level documents is a plus Good understanding of SDLC is a pre-requisite Awareness of latest technologies and trends Logical thinking and problem solving skills along with an ability to collaborate",,,,
4143676845,Software Engineer,GE Vernova,"Hyderabad, Telangana, India",,Full-time,,"About the job Job Description Summary Responsible for designing, building, delivering and maintaining software applications & services. Working in the areas of machine, cloud, platform and/or application. Responsible for software lifecycle including activities such as requirement analysis, documentation/procedures and implementation. Job Description Roles and Responsibilities In This Role, You Will Collaborate with system engineers, front end developers and software developers to implement solutions that are aligned with and extend shared platforms and solutions Apply principles of SDLC and methodologies like Lean/Agile/XP, CI, Software and Product Security, Scalability, Documentation Practices, refactoring and Testing Techniques Writes codes that meets standards and delivers desired functionality using the technology selected for the project Build features such as web services and Queries on existing tables Understand performance parameters and assess application performance Work on core data structures and algorithms and implement them using language of choice Education Qualification Bachelor's Degree in Computer Science or “STEM” Majors (Science, Technology, Engineering and Math) with minimum 3+ years of experience. Desired Characteristics Technical Expertise Experience with Data Exploration and Visualization platforms such as Tableau, React UI and Apache Superset etc. Experience with databases (RDBMS, Nosql/columnar) and writing complex queries. Strong knowledge on working with GraphQL schema, queries and other data layers. Experience with scripting languages such as Javascript/Typescript Knowledge of languages Java/C#/Python etc. Aware of methods and practices such as Lean/Agile/XP, etc. Prior work experience in an agile environment, or introductory training on Lean/Agile. Aware of and able to apply continuous integration (CI). General understanding of the impacts of technology choice to the software development life cycle. Business Acumen Has the ability to break down problems and estimate time for development tasks. Understands the technology landscape, up to date on current technology trends and new technology, brings new ideas to the team. Displays understanding of the project's value proposition for the customer. Shows commitment to deliver the best value proposition for the targeted customer. Learns organization vision statement and decision making framework. Able to understand how team and personal goals/objectives contribute to the organization vision Personal/Leadership Attributes Voices opinions and presents clear rationale. Uses data or factual evidence to influence. Learns organization vision statement and decision making framework. Able to understand how team and personal goals/objectives contribute to the organization vision. Completes assigned tasks on time and with high quality. Takes independent responsibility for assigned deliverables. Has the ability to break down problems and estimate time for development tasks. Seeks to understand problems thoroughly before implementing solutions. Asks questions to clarify requirements when ambiguities are present. Identifies opportunities for innovation and offers new ideas. Takes the initiative to experiment with new software frameworks Adapts to new environments and changing requirements. Pivots quickly as needed. When coached, responds to need & seeks info from other sources Write code that meets standards and delivers desired functionality using the technology selected for the project Note Note To comply with US immigration and other legal requirements, it is necessary to specify the minimum number of years' experience required for any role based within the USA. For roles outside of the USA, to ensure compliance with applicable legislation, the JDs should focus on the substantive level of experience required for the role and a minimum number of years should NOT be used. This Job Description is intended to provide a high level guide to the role. However, it is not intended to amend or otherwise restrict/expand the duties required from each individual employee as set out in their respective employment contract and/or as otherwise agreed between an employee and their manager. Additional Information Relocation Assistance Provided: Yes",manager,,"Python, Tableau",
4149944822,Software Developer,Advance Auto Parts,"Hyderabad, Telangana, India (On-site)",On-site,Full-time,,"About the job Job Description About Advance Auto Parts Founded in Roanoke, VA in 1932, Advance Auto Parts is a leading automotive aftermarket retail parts provider that serves both professional installer and do-it-yourself Customers. As of July 13, 2019, Advance operated 4,912 stores and 150 Worldpac branches in the United States, Canada, Puerto Rico, and the U.S. Virgin Islands. The Company also serves 1,250 independently owned CARQUEST branded stores across these locations in addition to Mexico, the Bahamas, Turks, and Caicos and the British Virgin Islands. The company has a workforce of over 70,000 knowledgeable and experienced Team Members who are proud to provide outstanding service to their Customers, Communities, and each other every day. About AAP Global Capability Centre We are continually innovating and seeking to elevate the Customer experience at each of our stores. For an organization of our size and reach, today, it has become more critical than ever, to identify synergies and build shared capabilities. The AAP Global Capability Center, located in Hyderabad, is a step in this strategic direction that enables us to access a larger talent pool, unlock operational efficiencies and increase levels of collaboration. About Information Technology At Advance Auto Parts, the IT organization is embracing the digitization of retail and working to transform our organization as a leader in the modern age of retail. We are leading the way with DevOps, thinking cloud-first, and adopting modern approaches to infrastructure management. We realize Agile is more than a manifesto, and that applications need to be portable, event and service-oriented, and support a data analytics and data-first culture of the modern business. We are taking action to transform a 75-year-old company to be an industry leader in building a best-in-class omnichannel experience for its customers. Software Developer, Level 9 Job Summary As a seasoned Software Developer at Level 9, your role is integral in utilizing Azure Cloud with expertise in Azure services, API services, and database management a sophisticated blend of data analytics skills, domain knowledge, and technical prowess to translate data into actionable business insights. You will design, develop, and optimize cloud-based solutions, ensuring performance, scalability, and security with an in-depth understanding of technical design and frameworks. In this capacity, you possess the technical skills required to build functionality, troubleshoot issues, and act as the primary point of contact for interactions with business stakeholders, external partners, and internal collaborators. Essential Duties And Responsibilities Azure Cloud Developering: Manage and administer Microsoft Azure services, including provisioning, performance monitoring, security, and governance. Design and implement data pipelines for ingesting, transforming, and integrating data from various sources (MS SQL, DB2, APIs, Kafka, external vendor files, etc.). Ensure data integrity, identify inconsistencies, and oversee successful data releases in cloud environments. Develop strategies to optimize Azure cloud architecture, ensuring efficiency, security, and cost-effectiveness. API & Integration Build, consume, and maintain RESTful APIs and services using Postman and related tools. Work on microservices architectures, ensuring seamless data flow across integrated applications. Utilize Azure Linked Servers and other cloud-native database services. Develop and optimize MS SQL Server databases, including complex queries, stored procedures, data modelling, and tuning. Implement data warehousing principles (e.g., Slowly Changing Dimensions, Facts vs. Dimensions). Maintain applications with a focus on scalability, operational efficiency, and troubleshooting production issues. Collaboration & Process Improvement: Work closely with stakeholders, project managers, and cross-functional teams to understand business needs and deliver solutions. Identify and implement process improvements for data integration, governance, and cloud operations. Provide mentorship and technical guidance to junior developers. Investigate and resolve system issues across multiple platforms. Participate in an on-call rotation to support production systems as needed. Adapt to shifting priorities in a dynamic work environment. Required Qualifications Technical Skills Bachelor’s degree in computer science, Developering, or a related field 7+ years of experience in Azure Cloud developering, data integration, and pipeline development. Strong expertise in Azure Data Factory (ADF), Data Bricks, Azure Pipelines, and related cloud services. Hands-on experience with REST APIs, Postman, and JSON-based integrations. Proficiency in MS SQL Server, database modeling, and performance optimization. Familiarity with CI/CD tools (Azure DevOps, Jenkins, Git, etc.). Familiarity with Power BI, VS Code, and SQL Server permissions for ETL/reporting. Strong background in Agile/Scrum methodologies for project execution. Demonstrated knowledge in building, debugging, and maintaining enterprise cloud applications Soft Skills Excellent problem-solving and analytical skills with attention to detail. Strong collaboration, communication, and stakeholder management abilities. Ability to work independently and lead cross-functional teams. Proven track record of meeting deadlines and adapting to dynamic priorities. California Residents Click Below For Privacy Notice https://jobs.advanceautoparts.com/us/en/disclosures We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age national origin, religion, sexual orientation, gender identity, status as a veteran and basis of disability or any other federal, state or local protected class.",manager,,"SQL, Power BI",
4253709371,Python Developer Intern,Unified Mentor Private Limited,India (Remote),Remote,Internship,,"About the job Job Title: Python Developer Intern Company: Unified Mentor Location: Remote Duration: 3 months Opportunity: Full-time based on performance, with a Certificate of Internship Application Deadline: 21st June 2025 About Unified Mentor Unified Mentor provides students and graduates with hands-on experience, professional training, and career-building opportunities in software development , helping you enhance your coding skills and prepare for a successful career. Role Overview As a Python Developer Intern , you will work on real-world projects , enhance your coding skills, and gain practical experience in software development . Responsibilities ✅ Develop, test, and debug Python applications. ✅ Collaborate on software projects and API integrations. ✅ Learn and apply Python frameworks like Django/Flask . Qualifications 🎓 Enrolled in or completed a Computer Science or related program. 🐍 Proficient in Python programming . 🌐 Familiarity with web frameworks (Django/Flask). 🧩 Strong problem-solving and time-management skills . Perks 💰 Stipend: ₹7,500 - ₹15,000 (Performance-Based) (Paid) ✔ Certificate of Internship & Letter of Recommendation . ✔ Hands-on experience with real-world projects for your portfolio . How to Apply 📩 Submit your application with the subject: ""Python Developer Intern Application"" . Equal Opportunity Unified Mentor is an equal opportunity employer , welcoming applicants from all backgrounds.",,,Python,"₹7,500 - ₹15,000"
4244485917,Full Stack Developer,Uplers,"Noida, Uttar Pradesh, India (Remote)",Remote,₹1.8M/yr - ₹2.4M/yr,,"About the job Experience : 5.00 + years Salary : INR 1800000-2400000 / year (based on experience) Expected Notice Period : 15 Days Shift : (GMT+05:30) Asia/Kolkata (IST) Opportunity Type : Remote Placement Type : Full Time Permanent position(Payroll and Compliance to be managed by: Intelebee LLC) (*Note: This is a requirement for one of Uplers' client - Intelebee LLC) What do you need for this opportunity? Must have skills required: react, AWS, Azure, JavaScript, Node Js, SQL, TypeScript Intelebee LLC is Looking for: About the Company : Linkedin URL : https://www.intelebeellc.com/about Intelebee is a technology services company that specializes in providing innovative solutions in software development, IT consulting, and digital marketing. They cater to a diverse range of industries, focusing on delivering custom software applications, robust IT infrastructure, and strategic digital marketing campaigns. Intelebee emphasizes cutting-edge technology and a client-centric approach to meet business objectives effectively. Role - Full Stack Developer Work Experience : 5+ Years at least We are looking for a Full Stack Developer to join our team. You will work on web applications using JavaScript, React, Node JS and TypeScript. Your job will include building backend services, creating complex UIs, working with SQL and NoSQL databases, and collaborating with our team to create new features. Front end development skill using React is a must You should know how to use Git/GitHub/Azure DevOps and be familiar with AWS & Azure services. You should have an inclination for learning new tech as required and be able to work on multiple projects, delivering on deadlines in weekly sprints. No of Interview Rounds : 3 Shift timings : 5PM - 2AM IST How to apply for this opportunity? Step 1: Click On Apply! And Register or Login on our portal. Step 2: Complete the Screening Form & Upload updated Resume Step 3: Increase your chances to get shortlisted & meet the client for the Interview! About Uplers: Our goal is to make hiring reliable, simple, and fast. Our role will be to help all our talents find and apply for relevant contractual onsite opportunities and progress in their career. We will support any grievances or challenges you may face during the engagement. (Note: There are many more opportunities apart from this on the portal. Depending on the assessments you clear, you can apply for them as well). So, if you are ready for a new challenge, a great work environment, and an opportunity to take your career to the next level, don't hesitate to apply today. We are waiting for you! Desired Skills and Experience react, AWS, Azure, JavaScript, Node Js, SQL, TypeScript",,,SQL,
4251995984,"Software Engineer, Translation Services",Amazon,"Hyderabad, Telangana, India",,Full-time,,"About the job Description Translation Services seeks a passionate Software Development Engineer to drive innovations in translation to reach every Amazon customer in their own language. Key job responsibilities Are you passionate about creating high-performance, large-scale language translation services to support Amazon's current and future growth? Do you thrive in environments where you can lead innovation? If so, we're seeking a software engineer to join the Translation Services (TS) team. Translation Services (TS) team provides technology solutions and services that deliver quality translations at the lowest possible cost for Amazon businesses. As a Software Development Engineer, you'll help drive efforts to build translations solutions at Amazon scale with 100% translations coverage, eventually making translations a no operational efforts for developers so that they can focus on business logic and application building. We're seeking a passionate software engineer comfortable with ambiguity, possessing strong attention to detail, who can set and drive right engineering culture within the team ensuring that secondary language experiences match the excellence of primary language experiences, even at Amazon's vast scale. About The Team We have talented engineering teams spread across Seattle, WA and Hyd, India. Our vision: Language will not stand in the way of anyone on earth using Amazon products and services. Our mission: We are the enablers and guardians of translation for Amazon's customers. We do this by offering hands-off-the-wheel service to all Amazon teams, optimizing translation quality and speed at the lowest cost possible. Basic Qualifications 5+ years of non-internship professional software development experience 5+ years of programming with at least one software programming language experience 5+ years of leading design or architecture (design patterns, reliability and scaling) of new and existing systems experience Experience as a mentor, tech lead or leading an engineering team Preferred Qualifications 5+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations experience Bachelor's degree in computer science or equivalent Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner. Company - ADCI HYD 13 SEZ Job ID: A3013631",,,,
4048226850,Front End Developer,GENFOTECH SOLUTIONS PVT. LTD,"Kolkata, West Bengal, India (On-site)",On-site,Full-time,,"About the job This job is sourced from a job board. Learn More Converting PSDs into Themes for WordPress, Drupal, Joomla, or Magento. Creation of Web Applications using MVC JavaScript Libraries. General Skills: Expertise in JavaScript or HTML5 programming. Highly skilled at front-end engineering using Object-Oriented JavaScript, various JavaScript libraries and micro frameworks (jQuery, Angular, Backbone, Node), HTML, and CSS. Experience in Responsive Web Design implementation will be an added advantage. Well versed in software engineering principles, frameworks, and technologies. Excellent logical skills.",,,,
