job_id,job_title,company_name,location,workplace_type,employment_type,industry,job_description,seniority_level,experience_required,skills,salary_range
4251280296,SQL Developer Remote Trainee,Innovate Solutions,India (Remote),Save SQL Developer Remote Trainee at Innovate Solutions,Full-time,,"About the job Job Title: SQL Developer Trainee Location: Remote Job Type: Internship (Full-Time) Duration: 1–3 Months Stipend: ₹25,000/month Department: Data & Engineering Job Summary: We are seeking a detail-oriented and motivated SQL Developer Trainee to join our team remotely. This internship is designed for recent graduates or students who want to gain practical experience in database development, writing SQL queries, and working with data in real-world applications. Key Responsibilities: Write, test, and optimize SQL queries for data extraction and reporting Assist in designing and maintaining database structures (tables, views, indexes, etc.) Help ensure data integrity, accuracy, and security across systems Support the team in troubleshooting and debugging database-related issues Collaborate with developers and analysts to fulfill data requirements for projects Document query logic and database-related processes Qualifications: Bachelor’s degree (or final year student) in Computer Science, Information Technology, or related field Strong understanding of SQL and relational databases (e.g., MySQL, PostgreSQL, SQL Server) Familiarity with database design and normalization Analytical mindset with good problem-solving skills Ability to work independently in a remote setting Eagerness to learn and grow in a data-driven environment Preferred Skills (Nice to Have): Experience with procedures, triggers, or functions in SQL Exposure to BI/reporting tools (Power BI, Tableau, etc.) Understanding of data warehousing concepts Familiarity with cloud-based databases or platforms What We Offer: Monthly stipend of ₹25,000 Remote work opportunity Hands-on experience with real-world datasets and projects Mentorship and structured learning sessions Certificate of Completion Potential for full-time employment based on performance",,,"SQL, Tableau, Power BI",
4250160059,Python Engineer Intern,Robro Systems,"Indore, Madhya Pradesh, India (On-site)",On-site,Internship,,"About the job Job Title: Python Engineer Intern Location: Indore (On-site) Duration: 6 Months Stipend: 8000/- Company: Robro Systems About Robro Systems: Robro Systems is a fast-growing industrial automation company specializing in AI-driven solutions for quality inspection, material handling, and production line optimization. We combine cutting-edge technologies with practical industry experience to solve real-world manufacturing challenges. Role Overview: We are looking for a motivated Python Intern to join our development team. The intern will assist in building backend services, automation scripts, and AI data pipelines that power our industrial solutions. This is a great opportunity to work with a team of engineers and innovators in a fast-paced startup environment. Key Responsibilities: Write clean, efficient, and reusable Python code Support in developing and maintaining internal tools and APIs Work on integration of third-party APIs, hardware, and sensors Assist in testing and debugging software modules Collaborate with AI and automation teams on data processing and backend tasks Maintain documentation and follow best coding practices Requirements Requirements: Strong understanding of Python Familiarity with libraries Basic knowledge of databases Good problem-solving skills and a learning mindset Preferred Skills (Good to Have): Exposure to version control (Git) Knowledge of hardware integration Experience with OpenCV or basic ML frameworks What You’ll Get: Real-world project experience with industrial applications Mentorship from experienced engineers and founders Certificate of completion and Letter of Recommendation Opportunity for full-time placement based on performance Desired Skills and Experience Requirements: Strong understanding of Python Familiarity with libraries like. Basic knowledge of databases Good problem-solving skills and a learning mindset Preferred Skills (Good to Have): Exposure to version control (Git) Knowledge of hardware integration Experience with OpenCV or basic ML frameworks",,,Python,
4245421566,Data Engineer-Data Platforms,IBM,"Mumbai, Maharashtra, India (Hybrid)",Hybrid,Full-time,,"About the job Introduction In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology. Your Role And Responsibilities As a Data Engineer at IBM, you'll play a vital role in the development, design of application, provide regular support/guidance to project teams on complex coding, issue resolution and execution. Your primary responsibilities include: Lead the design and construction of new solutions using the latest technologies, always looking to add business value and meet user requirements. Strive for continuous improvements by testing the build solution and working under an agile framework. Discover and implement the latest technologies trends to maximize and build creative solutions Preferred Education Master's Degree Required Technical And Professional Expertise Experience with Apache Spark (PySpark): In-depth knowledge of Spark’s architecture, core APIs, and PySpark for distributed data processing. Big Data Technologies: Familiarity with Hadoop, HDFS, Kafka, and other big data tools. Data Engineering Skills: Strong understanding of ETL pipelines, data modelling, and data warehousing concepts. Strong proficiency in Python: Expertise in Python programming with a focus on data processing and manipulation. Data Processing Frameworks: Knowledge of data processing libraries such as Pandas, NumPy. SQL Proficiency: Experience writing optimized SQL queries for large-scale data analysis and transformation. Cloud Platforms: Experience working with cloud platforms like AWS, Azure, or GCP, including using cloud storage systems Preferred Technical And Professional Experience Define, drive, and implement an architecture strategy and standards for end-to-end monitoring. Partner with the rest of the technology teams including application development, enterprise architecture, testing services, network engineering, Good to have detection and prevention tools for Company products and Platform and customer-facing",,,"Python, SQL, Data Analysis",
4230050481,Data Engineer,Uplers,"Patna, Bihar, India (Remote)",Remote,₹2.5M/yr,,"About the job Experience : 3.00 + years Salary : INR 2500000.00 / year (based on experience) Expected Notice Period : 15 Days Shift : (GMT+05:30) Asia/Kolkata (IST) Opportunity Type : Remote Placement Type : Full Time Permanent position(Payroll and Compliance to be managed by: NA) (*Note: This is a requirement for one of Uplers' client - Nomupay) What do you need for this opportunity? Must have skills required: Apache Hudi, Flink, Iceberg, Apache Airflow, Spark, AWS, Azure, GCP, Kafka, SQL Nomupay is Looking for: 📈 Opportunity in a company with a solid track record of performance 🤝 Opportunity to work with diverse, global teams 🚀 Rapid career advancement with opportunities to learn 💰 Competitive salary and Performance bonus Design, build, and optimize scalable ETL pipelines using Apache Airflow or similar frameworks to process and transform large datasets efficiently. Utilize Spark (PySpark), Kafka, Flink, or similar tools to enable distributed data processing and real-time streaming solutions. Deploy, manage, and optimize data infrastructure on cloud platforms such as AWS, GCP, or Azure, ensuring security, scalability, and cost-effectiveness. Design and implement robust data models, ensuring data consistency, integrity, and performance across warehouses and lakes. Enhance query performance through indexing, partitioning, and tuning techniques for large-scale datasets. Manage cloud-based storage solutions (Amazon S3, Google Cloud Storage, Azure Blob Storage) and ensure data governance, security, and compliance. Work closely with data scientists, analysts, and software engineers to support data-driven decision-making, while maintaining thorough documentation of data processes. Strong proficiency in Python and SQL, with additional experience in languages such as Java or Scala. Hands-on experience with frameworks like Spark (PySpark), Kafka, Apache Hudi, Iceberg, Apache Flink, or similar tools for distributed data processing and real-time streaming. Familiarity with cloud platforms like AWS, Google Cloud Platform (GCP), or Microsoft Azure for building and managing data infrastructure. Strong understanding of data warehousing concepts and data modeling principles. Experience with ETL tools such as Apache Airflow or comparable data transformation frameworks. Proficiency in working with data lakes and cloud based storage solutions like Amazon S3, Google Cloud Storage, or Azure Blob Storage. Expertise in Git for version control and collaborative coding. Expertise in performance tuning for large-scale data processing, including partitioning, indexing, and query optimization. NomuPay is a newly established company that through its subsidiaries will provide state of the art unified payment solutions to help its clients accelerate growth in large high growth countries in Asia, Turkey, and the Middle East region. NomuPay is funded by Finch Capital, a leading European and South East Asian Financial Technology investor. Nomu Pay has acquired WireCard Turkey on Apr 21, 2021 for an undisclosed amount. Founders Peter Burridge, CEO Investor, board member, and strategic executive, Peter has more than 30 years of management and leadership experience at rapid growth technology companies. His unique hands-on approach to business development and corporate governance has made him a trusted advisor and authority in the enterprise software industry and the financial technology sector. As President of Hyperwallet, Peter guided the organization through a successful recapitalization, followed by global expansion and the ultimate sale of the business to PayPal. Peter is a recognizable figure in the San Francisco fintech community and global payments industry. Peter has previously served in leadership roles at Oracle, Siebel, Travelex Global Business Payments, and as an investor and advisor in the technology sector. Outside the office, Peter’s passions include racing cars, golf and rugby union. How to apply for this opportunity? Step 1: Click On Apply! And Register or Login on our portal. Step 2: Complete the Screening Form & Upload updated Resume Step 3: Increase your chances to get shortlisted & meet the client for the Interview! About Uplers: Our goal is to make hiring reliable, simple, and fast. Our role will be to help all our talents find and apply for relevant contractual onsite opportunities and progress in their career. We will support any grievances or challenges you may face during the engagement. (Note: There are many more opportunities apart from this on the portal. Depending on the assessments you clear, you can apply for them as well). So, if you are ready for a new challenge, a great work environment, and an opportunity to take your career to the next level, don't hesitate to apply today. We are waiting for you! Desired Skills and Experience Apache Hudi, Flink, Iceberg, Apache Airflow, Spark, AWS, Azure, GCP, Kafka, SQL",executive,,"Python, SQL",
4246265831,Data Engineer (GCP Cloud),True Tech Professionals,"Gurugram, Haryana, India (On-site)",On-site,Full-time,,"About the job Job Title: GCP Data Engineer Experience: 3–4 Years Location: Gurgaon (On-site) Shift: Rotational (Night shift allowance applicable) Joiners: Immediate only Role Overview: We are looking for a skilled and motivated GCP Data Engineer with 3–4 years of experience to join our growing team in Gurgaon . This role involves working in rotational shifts , including night shifts , for which additional allowance will be provided . The ideal candidate should have a strong command over Python, SQL, GCP, and BigQuery . Key Responsibilities: Develop, manage, and optimize data pipelines and workflows on Google Cloud Platform (GCP) Write and optimize complex SQL queries to transform and extract data Build scalable and efficient solutions using BigQuery Collaborate with data scientists and business teams to understand requirements and deliver data-driven solutions Monitor and troubleshoot production jobs and ensure data quality Work in rotational shifts to support global data operations Required Skills: Proficient in Python for data manipulation and scripting Strong in SQL – writing, debugging, and optimizing queries Hands-on experience with Google Cloud Platform (GCP) Expertise in BigQuery for data warehousing and analytics Good understanding of data pipelines, ETL/ELT processes, and cloud data architecture Nice to Have: Experience working in a production environment with monitoring and alerting tools Knowledge of GCP services like Dataflow, Cloud Storage, and Pub/Sub Exposure to CI/CD pipelines and version control systems (e.g., Git) Additional Information: Location: Gurgaon (on-site role) Shift: Rotational (Night shift allowance will be provided) Notice Period: Immediate Joiners Preferred",,,"Python, SQL",
4251119410,Data Engineer,Pernod Ricard India,"Gurugram, Haryana, India (On-site)",On-site,Part-time,,"About the job JOB SUMMARY: The Data Engineer interprets data requirements for a specific data/tech product & drives the design, development & implementation of relevant data models based on both external/internal assets. They develop & maintain required enablers and platforms in data lake environment, securing data accessibility & integrity throughout all relevant processes KEY RESPONSIBILITIES: Engage with key stakeholders to identify data requirements for a specific data/tech product Design, build & maintain systems that capture, collect, manage, and convert raw data into usable information, securing quality & integrity (implementation of specific software for appropriate data management) Develop mechanisms to ingest, analyze, validate, normalize and clean data , supporting key user needs (standardization, customization), build interfaces & retention models which requires synthesizing or anonymizing Implement & maintain relevant procedures to secure data accessibility & quality (on new data sources uncovered by data scientists) Secure effective integration of built models/systems within PR environment, connecting with relevant architects/engineers, and drive continuous improvement initiatives (including maintenance.) Support data teams at key steps , sharing relevant insights/expertise (advice on data sourcing and preparation to data scientists, on data analytics & visualization concepts, methods & techniques.) Provide data engineering best practices & bring forward new ways of thinking around data to improve business outcomes Mentor other Data Engineers supporting them in complex scenarios leveraging past experiences and developing new standards Participate in transversal data engineering initiatives (market intelligence, cross-product/family initiatives.) as needed, and continuously develop their own skills based on industry trends/enterprise needs GEOGRAPHICAL SCOPE : Scope : Global Travel : Very Limited INTERACTIONS : Reporting Line (direct/indirect) : Reports to Data Engineering Chapter Lead, working in a matrix organization Key internal stakeholders : Squad Members (Data or GES, including Data Scientists/Analysts, Data Architect), BI Analysts, Data Governance Team, Product Owners. Product Managers etc. Key external stakeholders : Data Engineering Supplier, External Data Providers for product scopes FUNCTIONAL SKILLS: Core On-Cloud Data Engineering skills, including data extracting & storage, data transform & load. Data tools: Azure, SQL, Snowflake, Python, DBT, Lakehouse Architecture, Databricks, ADF, LogicApp, API Mgmt. and Azure Functions Project management & support : JIRA projects & service desk, Confluence, Sharepoint Mastery of data governance, architecture & security principles Background in software engineering/development (scripting & querying...) Knowledge of innovative technologies is a plus Strong communication skills, with the ability to talk with both technical & non-technical stakeholders Agile ways of working (collaboration, CD/CI) PAST EXPERIENCE: Bachelors or Masters in Computer Sciences 8 Years of experience as Data Engineer Experience in an FMCG/CPG company is a strong plus Lead & Co-ordination experience for other data engineers",Manager,,"Python, SQL",
4245900793,"Data Engineer, WW Returns & ReComm Tech& Inn",Amazon,"Hyderabad, Telangana, India",,Full-time,,"About the job Description The Data Engineer will own the data infrastructure for the Reverse Logistics Team which includes collaboration with software development teams to build the data infrastructure and maintain a highly scalable, reliable and efficient data system to support the fast growing business. You will work with analytic tools, can write excellent SQL scripts, optimize performance of SQL queries and can partner with internal customers to answer key business questions. We look for candidates who are self-motivated, flexible, hardworking and who like to have fun. About The Team Reverse Logistics team at Amazon Hyderabad Development Center is an agile team whose charter is to deliver the next generation of Reverse Logistics platform. As a member of this team, your mission will be to design, develop, document and support massively scalable, distributed data warehousing, querying and reporting system. Basic Qualifications 2+ years of data engineering experience Experience with data modeling, warehousing and building ETL pipelines Experience with one or more query language (e.g., SQL, PL/SQL, DDL, MDX, HiveQL, SparkSQL, Scala) Experience with one or more scripting language (e.g., Python, KornShell) Knowledge of AWS Infrastructure Knowledge of writing and optimizing SQL queries in a business environment with large-scale, complex datasets Strong analytical and problem solving skills. Curious, self-motivated & a self-starter with a ‘can do attitude’. Comfortable working in fast paced dynamic environment Preferred Qualifications Bachelor's degree in a quantitative/technical field such as computer science, engineering, statistics Proven track record of strong interpersonal and communication (verbal and written) skills. Experience developing insights across various areas of customer-related data: financial, product, and marketing Proven problem solving skills, attention to detail, and exceptional organizational skills Ability to deal with ambiguity and competing objectives in a fast paced environment Knowledge of software engineering best practices across the development lifecycle, including agile methodologies, coding standards, code reviews, source management, build processes, testing and operations Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner. Company - ADCI HYD 13 SEZ Job ID: A3001619",,,"Python, SQL",
4247925795,AWS Data Engineer,Virtusa,"Andhra Pradesh, India (Hybrid)",Hybrid,Full-time,,"About the job Primary Skills Data Engineer , JD Responsible to lead the team and at the same time canidate should be able to get his/her hands dirty by writing code or contributing to any of the development lifecyle.AWS ,RedshiftEMR Cloud ETL Tools S3 We are looking for a Senior Consultant with at least 5 years of experience to join our team. The ideal candidate should have strong leadership skills and be able to lead a team effectively. At the same time, the candidate should also be willing to get their hands dirty by writing code and contributing to the development lifecycle. The primary skills required for this role include expertise in AWS Redshift and AWS Native Services, as well as experience with EMR, cloud ETL tools, and S3. The candidate should have a strong understanding of these tools and be able to utilize them effectively to meet project goals. As a Senior Consultant, the candidate will be responsible for providing guidance and support to the team, as well as ensuring the successful completion of projects. This is a hybrid work mode position, requiring the candidate to work both remotely and in the office as needed. Desired Skills and Experience Redshift, EMR, S3",,,,
4252085915,Lemon Tree Hotels - Data Engineer/Senior Engineer - ETL/Data Warehousing,Lemon Tree Hotels,"Delhi, Delhi, India (On-site)",On-site,Full-time,,"About the job This job is sourced from a job board. Learn More Key Responsibilities Design, build, and maintain scalable, reliable, and efficient data pipelines to support data analytics and business intelligence needs. Optimize and automate data workflows, enhancing the efficiency of data processing and reducing latency. Implement and maintain data storage solutions, ensuring that data is organized, secure, and readily accessible. Provide expertise in ETL processes, data wrangling, and data transformation techniques. Collaborate with technology teams to ensure that data engineering solutions align with overall business goals. Stay current with industry best practices and emerging technologies in data engineering, implementing improvements as : Bachelors or Masters degree in Computer Science, Information Technology, Engineering, or a related field. Experience with Agile methodologies and software development project : Proven experience in data engineering, with expertise in building and managing data pipelines, ETL processes, and data warehousing. Proficiency in SQL, Python, and other programming languages commonly used in data engineering. Experience with cloud platforms such as AWS, Azure, or Google Cloud, and familiarity with cloud-based data storage and processing tools (e.g., S3, Redshift, BigQuery, etc.). Good to have familiarity with big data technologies (e.g., Hadoop, Spark) and real-time data processing. Strong understanding of database management systems and data modeling techniques. Experience with BI tools like Tableau, Power BI along with ETL tools like Alteryx, or similar, and ability to work closely with analytics teams. High attention to detail and commitment to data quality and accuracy. Ability to work independently and as part of a team, with strong collaboration skills. Highly adaptive and comfortable working within a complex, fast-paced environment. (ref:hirist.tech)",,,"Python, SQL, Tableau, Power BI",
4245226143,Big Data Engineer,Weekday (YC W21),"Bengaluru, Karnataka, India (On-site)",On-site,₹300K/yr - ₹1M/yr,"Technology, Information and Media Seniority level: Mid-Senior level Min Experience: 5 years Location: Bengaluru, India, Karnataka JobType: full-time We are seeking a Big Data Engineer with deep technical expertise to join our fast-paced, data-driven team. In this role, you will be responsible for designing and building robust, scalable, and high-performance data pipelines that fuel real-time analytics, business intelligence, and machine learning applications across the organization. If you thrive on working with large datasets, cutting-edge technologies, and solving complex data engineering challenges, this is the opportunity for you. What You’ll Do Design & Build Pipelines : Develop efficient, reliable, and scalable data pipelines that process large volumes of structured and unstructured data using big data tools. Distributed Data Processing : Leverage the Hadoop ecosystem (HDFS, Hive, MapReduce) to manage and transform massive datasets. Starburst (Trino) Integration : Design and optimize federated queries using Starburst, enabling seamless access across diverse data platforms. Databricks Lakehouse Development : Utilize Spark, Delta Lake, and MLflow on the Databricks Lakehouse Platform to enable unified analytics and AI workloads. Data Modeling & Architecture : Work with stakeholders to translate business requirements into flexible, scalable data models and architecture. Performance & Optimization : Monitor, troubleshoot, and fine-tune pipeline performance to ensure efficiency, reliability, and data integrity. Security & Compliance : Implement and enforce best practices for data privacy, security, and compliance with global regulations like GDPR and CCPA. Collaboration : Partner with data scientists, product teams, and business users to deliver impactful data solutions and improve decision-making. What You Bring Must-Have Skills 5+ years of hands-on experience in big data engineering, data platform development, or similar roles. Strong experience with Hadoop , including HDFS, Hive, HBase, and MapReduce. Deep understanding and practical use of Starburst (Trino) or Presto for large-scale querying. Hands-on experience with Databricks Lakehouse Platform , Spark, and Delta Lake. Proficient in SQL and programming languages like Python or Scala . Strong knowledge of data warehousing, ETL/ELT workflows, and schema design. Familiarity with CI/CD tools, version control (Git), and workflow orchestration tools (Airflow or similar). Nice-to-Have Skills Experience with cloud environments such as AWS , Azure , or GCP . Exposure to Docker , Kubernetes , or infrastructure-as-code tools. Understanding of data governance and metadata management platforms. Experience supporting AI/ML initiatives with curated datasets and pipelines. Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Sivaraman and millions of other members use Premium Retry Premium for ₹0 1-month free trial. Cancel whenever. We’ll remind you 7 days before your trial ends. About the company Weekday (YC W21) 326,167 followers Follow Human Resources Services 11-50 employees 134 on LinkedIn We help companies hire engineers vouched by other techies. We are a sourcing engine on auto-pilot; where startups can not only find candidates and do outreach to them automatically but also get reference checks on them in an instant. After 4 days of signing up, they start getting candidates with ready back channel references on their calendar to interview. We are backed by Y-Combinator and were also ranked #1 on Product Hunt. … show more Show more","About the job This role is for one of our clients Industry: Technology, Information and Media Seniority level: Mid-Senior level Min Experience: 5 years Location: Bengaluru, India, Karnataka JobType: full-time We are seeking a Big Data Engineer with deep technical expertise to join our fast-paced, data-driven team. In this role, you will be responsible for designing and building robust, scalable, and high-performance data pipelines that fuel real-time analytics, business intelligence, and machine learning applications across the organization. If you thrive on working with large datasets, cutting-edge technologies, and solving complex data engineering challenges, this is the opportunity for you. What You’ll Do Design & Build Pipelines : Develop efficient, reliable, and scalable data pipelines that process large volumes of structured and unstructured data using big data tools. Distributed Data Processing : Leverage the Hadoop ecosystem (HDFS, Hive, MapReduce) to manage and transform massive datasets. Starburst (Trino) Integration : Design and optimize federated queries using Starburst, enabling seamless access across diverse data platforms. Databricks Lakehouse Development : Utilize Spark, Delta Lake, and MLflow on the Databricks Lakehouse Platform to enable unified analytics and AI workloads. Data Modeling & Architecture : Work with stakeholders to translate business requirements into flexible, scalable data models and architecture. Performance & Optimization : Monitor, troubleshoot, and fine-tune pipeline performance to ensure efficiency, reliability, and data integrity. Security & Compliance : Implement and enforce best practices for data privacy, security, and compliance with global regulations like GDPR and CCPA. Collaboration : Partner with data scientists, product teams, and business users to deliver impactful data solutions and improve decision-making. What You Bring Must-Have Skills 5+ years of hands-on experience in big data engineering, data platform development, or similar roles. Strong experience with Hadoop , including HDFS, Hive, HBase, and MapReduce. Deep understanding and practical use of Starburst (Trino) or Presto for large-scale querying. Hands-on experience with Databricks Lakehouse Platform , Spark, and Delta Lake. Proficient in SQL and programming languages like Python or Scala . Strong knowledge of data warehousing, ETL/ELT workflows, and schema design. Familiarity with CI/CD tools, version control (Git), and workflow orchestration tools (Airflow or similar). Nice-to-Have Skills Experience with cloud environments such as AWS , Azure , or GCP . Exposure to Docker , Kubernetes , or infrastructure-as-code tools. Understanding of data governance and metadata management platforms. Experience supporting AI/ML initiatives with curated datasets and pipelines.",,,"Python, SQL, Machine Learning",
